STAID,LOCAL,DATES,TIMES,MEDIM,STYPE,SAMPL,LABNO,HUNIT,GUNIT,PRJCT,LATDD,LNGDD,CNTYC,DATTD,DATTM,GUERA,GUNNM,GUSER,GUSYS,HDATM,SALTD,SNAME,VDATM,MAJRIVBAS,WELLUSE,WELLCOMPIN
420040075530601,BM2178,20140812,0902,WG,9,01401518,,020501011311,341DVNNU,36S,42.01102778,-75.88500000,007,201408120902 EST,201408120902,Paleozoic,"Devonian, Upper",Upper,Devonian,NAD83,1449,BM2178,NAVD88,Susquehanna,Domestic,Bedrock
420040075530601,BM2178,20140812,0903,WG,9,01401519,,020501011311,341DVNNU,36S,42.01102778,-75.88500000,007,201408120903 EST,201408120903,Paleozoic,"Devonian, Upper",Upper,Devonian,NAD83,1449,BM2178,NAVD88,Susquehanna,Domestic,Bedrock
424206076090801,C 226,20050330,1300,WG,9,00500696,0900134,020501020202,110QRNR,24570326B,42.72840149,-76.14687130,023,200503301300 EST,200503301300,Cenozoic,Quaternary System,,Quaternary,NAD27,1160,C 226,NGVD29,Susquehanna,Production,Bedrock
424206076090801,C 226,20050330,1310,WG,9,00500697,0940054,020501020202,110QRNR,24570326B,42.72840149,-76.14687130,023,200503301310 EST,200503301310,Cenozoic,Quaternary System,,Quaternary,NAD27,1160,C 226,NGVD29,Susquehanna,Production,Bedrock
424356076090301,C 239,20050330,1500,WG,9,00500694,0900133,020501020202,110QRNR,24570326B,42.73229033,-76.15048248,023,200503301500 EST,200503301500,Cenozoic,Quaternary System,,Quaternary,NAD27,1215,C 239,NGVD29,Susquehanna,Production,Bedrock
424356076090301,C 239,20050330,1510,WG,9,00500695,0940055,020501020202,110QRNR,24570326B,42.73229033,-76.15048248,023,200503301510 EST,200503301510,Cenozoic,Quaternary System,,Quaternary,NAD27,1215,C 239,NGVD29,Susquehanna,Production,Bedrock
423547076114403,C 317,20050309,1300,WG,9,00500558,0690060,020501020204,112OTSH,24570326B,42.59645920,-76.19520696,023,200503091300 EST,200503091300,Cenozoic,Outwash,Pleistocene,Quaternary,NAD27,1135,C 317,NAVD88,Susquehanna,Production,Sand and Gravel
423547076114403,C 317,20050309,1310,WG,9,00500559,0700159,020501020204,112OTSH,24570326B,42.59645920,-76.19520696,023,200503091310 EST,200503091310,Cenozoic,Outwash,Pleistocene,Quaternary,NAD27,1135,C 317,NAVD88,Susquehanna,Production,Sand and Gravel
423454076124001,C 355,20050302,1200,WG,9,00500543,0620071,020501020204,112OTSH,24570326B,42.58173723,-76.21076305,023,200503021200 EST,200503021200,Cenozoic,Outwash,Pleistocene,Quaternary,NAD27,1177.23,C 355,NGVD29,Susquehanna,Production,Sand and Gravel
423454076124001,C 355,20050302,1210,WG,9,00500544,0670081,020501020204,112OTSH,24570326B,42.58173723,-76.21076305,023,200503021210 EST,200503021210,Cenozoic,Outwash,Pleistocene,Quaternary,NAD27,1177.23,C 355,NGVD29,Susquehanna,Production,Sand and Gravel
422633076020801,C 452,20050316,1100,WG,9,00500597,0760134,020501020403,112SDGV,24570326B,42.44257228,-76.03520307,023,200503161100 EST,200503161100,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD27,1012.31,C 452,NGVD29,Susquehanna,Production,Sand and Gravel
422633076020801,C 452,20050316,1110,WG,9,00500598,0770057,020501020403,112SDGV,24570326B,42.44257228,-76.03520307,023,200503161110 EST,200503161110,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD27,1012.31,C 452,NGVD29,Susquehanna,Production,Sand and Gravel
424430076014901,C 587,20091109,0900,WG,9,01000276,3160080,020501020103,344TLLY,2457LB36I,42.74361111,-76.03036111,023,200911090900 EST,200911090900,Paleozoic,Tully Limestone,Middle,Devonian,NAD83,1200,C 587,NGVD29,Susquehanna,Production,Bedrock
424430076014901,C 587,20091109,0901,WG,9,01002498,,020501020103,344TLLY,,42.74361111,-76.03036111,023,200911090901 EST,200911090901,Paleozoic,Tully Limestone,Middle,Devonian,NAD83,1200,C 587,NGVD29,Susquehanna,Production,Bedrock
423453076074201,C1027,20090915,1100,WG,9,00903022,2590103,020501020403,112SDGV,2457LB36I,42.57572222,-76.12830556,023,200909151100 EST,200909151100,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,1100,C1027,NGVD29,Susquehanna,Domestic,Sand and Gravel
423453076074201,C1027,20090915,1101,WG,9,00903473,,020501020403,112SDGV,,42.57572222,-76.12830556,023,200909151101 EST,200909151101,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,1100,C1027,NGVD29,Susquehanna,Domestic,Sand and Gravel
422452076140301,C1440,20091027,0700,WG,9,01000228,3070125,020501030402,341SONY,2457LB36I,42.41455556,-76.23416667,023,200910270700 EST,200910270700,Paleozoic,Sonyea Formation,Upper,Devonian,NAD83,1430,C1440,NGVD29,Susquehanna,Domestic,Bedrock
422452076140301,C1440,20091027,0701,WG,9,01002494,,020501030402,341SONY,,42.41455556,-76.23416667,023,200910270701 EST,200910270701,Paleozoic,Sonyea Formation,Upper,Devonian,NAD83,1430,C1440,NGVD29,Susquehanna,Domestic,Bedrock
422947075573901,C1486,20090915,0900,WG,9,00903023,2590110,020501020305,341JVWF,2457LB36I,42.49663889,-75.96080556,023,200909150900 EST,200909150900,Paleozoic,Java-West Falls Formation,Upper,Devonian,NAD83,1400,C1486,NGVD29,Susquehanna,Domestic,Bedrock
422947075573901,C1486,20090915,0901,WG,9,00903474,,020501020305,341JVWF,,42.49663889,-75.96080556,023,200909150901 EST,200909150901,Paleozoic,Java-West Falls Formation,Upper,Devonian,NAD83,1400,C1486,NGVD29,Susquehanna,Domestic,Bedrock
423710076015301,C1818,20140722,0800,WG,9,01401480,2060110,020501020401,341GENS,36S,42.61947222,-76.03152778,023,201407220800 EST,201407220800,Paleozoic,Genesee Formation,Upper,Devonian,NAD83,1597,C1818,NAVD88,Susquehanna,Domestic,Bedrock
423710076015301,C1818,20140722,0802,WG,9,01401481,,020501020401,341GENS,36S,42.61947222,-76.03152778,023,201407220802 EST,201407220802,Paleozoic,Genesee Formation,Upper,Devonian,NAD83,1597,C1818,NAVD88,Susquehanna,Domestic,Bedrock
423710076015301,C1818,20140722,0803,WG,9,01401482,,020501020401,341GENS,36S,42.61947222,-76.03152778,023,201407220803 EST,201407220803,Paleozoic,Genesee Formation,Upper,Devonian,NAD83,1597,C1818,NAVD88,Susquehanna,Domestic,Bedrock
423236075540301,C2009,20140804,0800,WG,9,01401502,2170057,020501020305,112SDGV,36S,42.54341667,-75.90080556,023,201408040800 EST,201408040800,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,1043,C2009,NAVD88,Susquehanna,Production,Sand and Gravel
423236075540301,C2009,20140804,0802,WG,9,01401503,,020501020305,112SDGV,36S,42.54341667,-75.90080556,023,201408040802 EST,201408040802,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,1043,C2009,NAVD88,Susquehanna,Production,Sand and Gravel
423236075540301,C2009,20140804,0803,WG,9,01401504,,020501020305,112SDGV,36S,42.54341667,-75.90080556,023,201408040803 EST,201408040803,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,1043,C2009,NAVD88,Susquehanna,Production,Sand and Gravel
421350076362401,CM1293,20091014,0900,WG,9,01000005,2890120,020501030603,341JVWF,2457LB36I,42.23128611,-76.60680000,015,200910140900 EST,200910140900,Paleozoic,Java-West Falls Formation,Upper,Devonian,NAD83,1078.5,CM1293,NAVD88,Susquehanna,Domestic,Bedrock
421350076362401,CM1293,20091014,0901,WG,9,01002491,,020501030603,341JVWF,,42.23128611,-76.60680000,015,200910140901 EST,200910140901,Paleozoic,Java-West Falls Formation,Upper,Devonian,NAD83,1078.5,CM1293,NAVD88,Susquehanna,Domestic,Bedrock
421959075454501,CN  44,20050216,0900,WG,9,00500509,0480079,020501020805,110QRNR,24570326B,42.33312961,-75.76213663,017,200502160900 EST,200502160900,Cenozoic,Quaternary System,,Quaternary,NAD27,905,CN  44,NGVD29,Susquehanna,Production,Bedrock
421959075454501,CN  44,20050216,0910,WG,9,00500510,0550071,020501020805,110QRNR,24570326B,42.33312961,-75.76213663,017,200502160910 EST,200502160910,Cenozoic,Quaternary System,,Quaternary,NAD27,905,CN  44,NGVD29,Susquehanna,Production,Bedrock
423731075193901,CN 208,20140811,0900,WG,9,01401514,2250122,020501010908,112SDGV,36S,42.62152778,-75.32627778,017,201408110900 EST,201408110900,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,1083,CN 208,NAVD88,Susquehanna,Production,Sand and Gravel
423731075193901,CN 208,20140811,0902,WG,9,01401515,,020501010908,112SDGV,36S,42.62152778,-75.32627778,017,201408110902 EST,201408110902,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,1083,CN 208,NAVD88,Susquehanna,Production,Sand and Gravel
423731075193901,CN 208,20140811,0903,WG,9,01401516,,020501010908,112SDGV,36S,42.62152778,-75.32627778,017,201408110903 EST,201408110903,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,1083,CN 208,NAVD88,Susquehanna,Production,Sand and Gravel
423236075311601,CN 869,20050216,1100,WG,9,00500505,0480080,020501020607,112SDGV,24570326B,42.54340614,-75.52073690,017,200502161100 EST,200502161100,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD27,995,CN 869,NGVD29,Susquehanna,Production,Sand and Gravel
423236075311601,CN 869,20050216,1110,WG,9,00500506,0550068,020501020607,112SDGV,24570326B,42.54340614,-75.52073690,017,200502161110 EST,200502161110,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD27,995,CN 869,NGVD29,Susquehanna,Production,Sand and Gravel
421312075312301,CN 898,20041215,1100,WG,9,00500308,3510063,020501011205,112SDGV,24570326B,42.22008058,-75.52268235,017,200412151100 EST,200412151100,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD27,96,CN 898,NAVD88,Susquehanna,Production,Sand and Gravel
421312075312301,CN 898,20041215,1110,WG,9,00500309,3510061,020501011205,112SDGV,24570326B,42.22008058,-75.52268235,017,200412151110 EST,200412151110,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD27,96,CN 898,NAVD88,Susquehanna,Production,Sand and Gravel
422618075360001,CN 931,20140814,0630,WG,9,01401523,2300121,020501020610,112SDGV,36S,42.43840713,-75.59963001,017,201408140630 EST,201408140630,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD27,970,CN 931,NGVD29,Susquehanna,Production,Sand and Gravel
422618075360001,CN 931,20140814,0632,WG,9,01401524,,020501020610,112SDGV,36S,42.43840713,-75.59963001,017,201408140632 EST,201408140632,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD27,970,CN 931,NGVD29,Susquehanna,Production,Sand and Gravel
422618075360001,CN 931,20140814,0633,WG,9,01401525,,020501020610,112SDGV,36S,42.43840713,-75.59963001,017,201408140633 EST,201408140633,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD27,970,CN 931,NGVD29,Susquehanna,Production,Sand and Gravel
423354075414301,CN 932,20090914,0900,WG,9,00903072,2580076,020501020701,341GENS,2457LB36I,42.56577778,-75.69455556,017,200909140900 EST,200909140900,Paleozoic,Genesee Formation,Upper,Devonian,NAD83,1820,CN 932,NGVD29,Susquehanna,Domestic,Bedrock
423354075414301,CN 932,20090914,0901,WG,9,00903477,,020501020701,341GENS,,42.56577778,-75.69455556,017,200909140901 EST,200909140901,Paleozoic,Genesee Formation,Upper,Devonian,NAD83,1820,CN 932,NGVD29,Susquehanna,Domestic,Bedrock
421529075470301,CN 933,20091111,0900,WG,9,01000277,3160081,020501020805,341SONY,2457LB36I,42.28616667,-75.77922222,017,200911110900 EST,200911110900,Paleozoic,Sonyea Formation,Upper,Devonian,NAD83,1345,CN 933,NGVD29,Susquehanna,Production,Bedrock
421529075470301,CN 933,20091111,0901,WG,9,01002499,,020501020805,341SONY,,42.28616667,-75.77922222,017,200911110901 EST,200911110901,Paleozoic,Sonyea Formation,Upper,Devonian,NAD83,1345,CN 933,NGVD29,Susquehanna,Production,Bedrock
424119075334501,CN 934,20091116,0900,WG,9,01000310,3220062,020501020508,112SDGV,2457LB36I,42.68883333,-75.56236111,017,200911160900 EST,200911160900,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,1130,CN 934,NGVD29,Susquehanna,Production,Sand and Gravel
424119075334501,CN 934,20091116,0901,WG,9,01002500,,020501020508,112SDGV,,42.68883333,-75.56236111,017,200911160901 EST,200911160901,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,1130,CN 934,NGVD29,Susquehanna,Production,Sand and Gravel
423916075462901,CN 935,20091117,0900,WG,9,01000309,3220061,020501020303,112SDGV,2457LB36I,42.65394444,-75.77213889,017,200911170900 EST,200911170900,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,1233,CN 935,NGVD29,Susquehanna,Production,Sand and Gravel
423916075462901,CN 935,20091117,0901,WG,9,01002501,,020501020303,112SDGV,,42.65394444,-75.77213889,017,200911170901 EST,200911170901,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,1233,CN 935,NGVD29,Susquehanna,Production,Sand and Gravel
423244075311201,CN 936,20091208,1100,WG,9,01000374,3440052,020501020607,112SDGV,2457LB36I,42.54561111,-75.52008333,017,200912081100 EST,200912081100,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,990,CN 936,NGVD29,Susquehanna,Production,Sand and Gravel
423244075311201,CN 936,20091208,1101,WG,9,01002505,,020501020607,112SDGV,,42.54561111,-75.52008333,017,200912081101 EST,200912081101,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,990,CN 936,NGVD29,Susquehanna,Production,Sand and Gravel
422605075480301,CN1065,20090930,1100,WG,9,00903074,2750035,020501020703,112SDGV,2457LB36I,42.43450000,-75.80102778,017,200909301100 EST,200909301100,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,1370,CN1065,NGVD29,Susquehanna,Production,Sand and Gravel
422605075480301,CN1065,20090930,1101,WG,9,00903482,,020501020703,112SDGV,,42.43450000,-75.80102778,017,200909301101 EST,200909301101,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,1370,CN1065,NGVD29,Susquehanna,Production,Sand and Gravel
422823075434001,CN1126,20041108,0900,WG,9,00500162,3140118,020501020801,341GENS,24570326B,42.47305556,-75.72777778,017,200411080900 EST,200411080900,Paleozoic,Genesee Formation,Upper,Devonian,NAD83,1620,CN1126,NGVD29,Susquehanna,Domestic,Bedrock
422823075434001,CN1126,20041108,0910,WG,9,00500163,3210012,020501020801,341GENS,24570326B,42.47305556,-75.72777778,017,200411080910 EST,200411080910,Paleozoic,Genesee Formation,Upper,Devonian,NAD83,1620,CN1126,NGVD29,Susquehanna,Domestic,Bedrock
421733075283601,CN1142,20091208,0800,WG,9,01000375,3440053,020501011203,112SDGV,2457LB36I,42.29258333,-75.47680556,017,200912080800 EST,200912080800,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,970,CN1142,NGVD29,Susquehanna,Production,Sand and Gravel
421733075283601,CN1142,20091208,0801,WG,9,01002504,,020501011203,112SDGV,,42.29258333,-75.47680556,017,200912080801 EST,200912080801,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,970,CN1142,NGVD29,Susquehanna,Production,Sand and Gravel
423705075360901,CN1341,20041109,1000,WG,9,00500160,3150129,020501020604,112SDGV,24570326B,42.61805556,-75.60250000,017,200411091000 EST,200411091000,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,1330,CN1341,NGVD29,Susquehanna,Domestic,Sand and Gravel
423705075360901,CN1341,20041109,1010,WG,9,00500161,3210011,020501020604,112SDGV,24570326B,42.61805556,-75.60250000,017,200411091010 EST,200411091010,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,1330,CN1341,NGVD29,Susquehanna,Domestic,Sand and Gravel
421851075235901,D 501,20041130,0900,WG,9,00500225,3360014,020501011105,112SDGV,24570326B,42.31424676,-75.39934465,025,200411300900 EST,200411300900,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD27,980,D 501,NGVD29,Susquehanna,Production,Sand and Gravel
421851075235901,D 501,20041130,0910,WG,9,00500226,3380153,020501011105,112SDGV,24570326B,42.31424676,-75.39934465,025,200411300910 EST,200411300910,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD27,980,D 501,NGVD29,Susquehanna,Production,Sand and Gravel
422050075095701,D1450,20091123,1000,WG,9,01000307,3280098,020501011005,112SDGV,2457LB36I,42.34713889,-75.16569444,025,200911231000 EST,200911231000,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,1185,D1450,NGVD29,Susquehanna,Production,Sand and Gravel
422050075095701,D1450,20091123,1001,WG,9,01002503,,020501011005,112SDGV,,42.34713889,-75.16569444,025,200911231001 EST,200911231001,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,1185,D1450,NGVD29,Susquehanna,Production,Sand and Gravel
422809074473901,D2530,20140730,0900,WG,9,01401496,2120122,020501010402,341GENS,36S,42.46911111,-74.79402778,025,201407300900 EST,201407300900,Paleozoic,Genesee Formation,Upper,Devonian,NAD83,1349,D2530,NAVD88,Susquehanna,Domestic,Bedrock
422809074473901,D2530,20140730,0902,WG,9,01401497,,020501010402,341GENS,36S,42.46911111,-74.79402778,025,201407300902 EST,201407300902,Paleozoic,Genesee Formation,Upper,Devonian,NAD83,1349,D2530,NAVD88,Susquehanna,Domestic,Bedrock
422809074473901,D2530,20140730,0903,WG,9,01401498,,020501010402,341GENS,36S,42.46911111,-74.79402778,025,201407300903 EST,201407300903,Paleozoic,Genesee Formation,Upper,Devonian,NAD83,1349,D2530,NAVD88,Susquehanna,Domestic,Bedrock
425304075111801,HE1225,20091005,0901,WG,9,01002492,,020501010903,112SDGV,,42.88394444,-75.18641667,043,200910050901 EST,200910050901,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,1200,HE1225,NGVD29,Susquehanna,Production,Sand and Gravel
425304075111801,HE1225,20091005,0900,WG,9,01000003,2800073,020501010903,112SDGV,,42.88394444,-75.18641667,043,200910050900 EST,200910050900,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,1200,HE1225,NGVD29,Susquehanna,Production,Sand and Gravel
424601075440801,M 141,20140723,0800,WG,9,01401483,2060111,020501020301,112SDGV,36S,42.76688889,-75.73533333,053,201407230800 EST,201407230800,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,1400,M 141,NAVD88,Susquehanna,Production,Sand and Gravel
424601075440801,M 141,20140723,0802,WG,9,01401484,,020501020301,112SDGV,36S,42.76688889,-75.73533333,053,201407230802 EST,201407230802,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,1400,M 141,NAVD88,Susquehanna,Production,Sand and Gravel
424601075440801,M 141,20140723,0803,WG,9,01401485,,020501020301,112SDGV,36S,42.76688889,-75.73533333,053,201407230803 EST,201407230803,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,1400,M 141,NAVD88,Susquehanna,Production,Sand and Gravel
424540075534801,M 288,20050217,0900,WG,9,00500507,0490088,020501020102,112SDGV,24570326B,42.76147222,-75.89016667,053,200502170900 EST,200502170900,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,1277,M 288,NAVD88,Susquehanna,Production,Sand and Gravel
424540075534801,M 288,20050217,0910,WG,9,00500508,0550069,020501020102,112SDGV,24570326B,42.76147222,-75.89016667,053,200502170910 EST,200502170910,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,1277,M 288,NAVD88,Susquehanna,Production,Sand and Gravel
424437075320801,M 289,20050308,1100,WG,9,00500562,0680007,020501020503,112SDGV,24570326B,42.74368065,-75.53517990,053,200503081100 EST,200503081100,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD27,1070,M 289,NGVD29,Susquehanna,Production,Sand and Gravel
424437075320801,M 289,20050308,1110,WG,9,00500563,0690058,020501020503,112SDGV,24570326B,42.74368065,-75.53517990,053,200503081110 EST,200503081110,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD27,1070,M 289,NGVD29,Susquehanna,Production,Sand and Gravel
424928075315301,M 502,20090824,0900,WG,9,00902898,2390152,020501020505,344HMLN,LB36I,42.82938889,-75.53144444,053,200908240900 EST,200908240900,Paleozoic,Hamilton Group,Middle,Devonian,NAD83,1212,M 502,NAVD88,Susquehanna,Domestic,Bedrock
424928075315301,M 502,20090824,0901,WG,9,00903468,,020501020505,344HMLN,,42.82938889,-75.53144444,053,200908240901 EST,200908240901,Paleozoic,Hamilton Group,Middle,Devonian,NAD83,1212,M 502,NAVD88,Susquehanna,Domestic,Bedrock
424750075502401,M 595,20050308,0900,WG,9,00500564,0680006,020501020102,341GENS,24570326B,42.79063889,-75.84686111,053,200503080900 EST,200503080900,Paleozoic,Genesee Formation,Upper,Devonian,NAD83,1570,M 595,NGVD29,Susquehanna,Domestic,Bedrock
424750075502401,M 595,20050308,0910,WG,9,00500565,0690057,020501020102,341GENS,24570326B,42.79063889,-75.84686111,053,200503080910 EST,200503080910,Paleozoic,Genesee Formation,Upper,Devonian,NAD83,1570,M 595,NGVD29,Susquehanna,Domestic,Bedrock
424750075502401,M 595,20090928,0800,WG,9,00903005,2750072,020501020102,341GENS,2457LB36I,42.79063889,-75.84686111,053,200909280800 EST,200909280800,Paleozoic,Genesee Formation,Upper,Devonian,NAD83,1570,M 595,NGVD29,Susquehanna,Domestic,Bedrock
424750075502401,M 595,20090928,0901,WG,9,00903480,,020501020102,341GENS,,42.79063889,-75.84686111,053,200909280901 EST,200909280901,Paleozoic,Genesee Formation,Upper,Devonian,NAD83,1570,M 595,NGVD29,Susquehanna,Domestic,Bedrock
425325075342201,M1847,20140728,0830,WG,9,01401486,2110110,020501020505,344ONDG,36S,42.89030556,-75.57252778,053,201407280830 EST,201407280830,Paleozoic,Onondaga Limestone,Middle,Devonian,NAD83,1423,M1847,NAVD88,Susquehanna,Domestic,Bedrock
425325075342201,M1847,20140728,0832,WG,9,01401487,,020501020505,344ONDG,36S,42.89030556,-75.57252778,053,201407280832 EST,201407280832,Paleozoic,Onondaga Limestone,Middle,Devonian,NAD83,1423,M1847,NAVD88,Susquehanna,Domestic,Bedrock
425325075342201,M1847,20140728,0833,WG,9,01401488,,020501020505,344ONDG,36S,42.89030556,-75.57252778,053,201407280833 EST,201407280833,Paleozoic,Onondaga Limestone,Middle,Devonian,NAD83,1423,M1847,NAVD88,Susquehanna,Domestic,Bedrock
424738076065801,OD   8,20050302,0900,WG,9,00500541,0620070,020501020202,110QRNR,24570326B,42.79395633,-76.11575874,067,200503020900 EST,200503020900,Cenozoic,Quaternary System,,Quaternary,NAD27,1240,OD   8,NGVD29,Susquehanna,Production,Bedrock
424738076065801,OD   8,20050302,0910,WG,9,00500542,0670080,020501020202,110QRNR,24570326B,42.79395633,-76.11575874,067,200503020910 EST,200503020910,Cenozoic,Quaternary System,,Quaternary,NAD27,1240,OD   8,NGVD29,Susquehanna,Production,Bedrock
424650076080801,OD1163,20050322,0900,WG,9,00500616,0820094,020501020202,112SDGV,24570326B,42.78055556,-76.13555556,067,200503220900 EST,200503220900,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,1115,OD1163,NGVD29,Susquehanna,Domestic,Sand and Gravel
424650076080801,OD1163,20050322,0910,WG,9,00500617,0840170,020501020202,112SDGV,24570326B,42.78055556,-76.13555556,067,200503220910 EST,200503220910,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,1115,OD1163,NGVD29,Susquehanna,Domestic,Sand and Gravel
425250075112201,OE2001,20041014,1000,WG,9,00500046,2890058,020501010903,341GENS,24570326B,42.88055556,-75.18944444,065,200410141000 EST,200410141000,Paleozoic,Genesee Formation,Upper,Devonian,NAD83,1180,OE2001,NGVD29,Susquehanna,Domestic,Bedrock
425250075112201,OE2001,20041014,1010,WG,9,00500047,2940034,020501010903,341GENS,24570326B,42.88055556,-75.18944444,065,200410141010 EST,200410141010,Paleozoic,Genesee Formation,Upper,Devonian,NAD83,1180,OE2001,NGVD29,Susquehanna,Domestic,Bedrock
421918075191001,OG   6,20041214,0900,WG,9,00500306,3500078,020501011105,112SDGV,24570326B,42.32186111,-75.31900000,077,200412140900 EST,200412140900,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,1000,OG   6,NGVD29,Susquehanna,Production,Sand and Gravel
421918075191001,OG   6,20041214,0910,WG,9,00500307,3510062,020501011105,112SDGV,24570326B,42.32186111,-75.31900000,077,200412140910 EST,200412140910,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,1000,OG   6,NGVD29,Susquehanna,Production,Sand and Gravel
421918075191001,OG   6,20091028,0900,WG,9,01000202,3070124,020501011105,112SDGV,2457LB36I,42.32186111,-75.31900000,077,200910280900 EST,200910280900,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,1000,OG   6,NGVD29,Susquehanna,Production,Sand and Gravel
421918075191001,OG   6,20091028,0901,WG,9,01002496,,020501011105,112SDGV,,42.32186111,-75.31900000,077,200910280901 EST,200910280901,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,1000,OG   6,NGVD29,Susquehanna,Production,Sand and Gravel
424742074453201,OG 310,20041012,1100,WG,9,00500052,2870076,020501010202,112SDGV,24570326B,42.79507385,-74.75847977,077,200410121100 EST,200410121100,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD27,1310,OG 310,NGVD29,Susquehanna,Production,Sand and Gravel
424742074453201,OG 310,20041012,1110,WG,9,00500053,2890055,020501010202,112SDGV,24570326B,42.79507385,-74.75847977,077,200410121110 EST,200410121110,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD27,1310,OG 310,NGVD29,Susquehanna,Production,Sand and Gravel
422310075110601,OG 311,20041130,1100,WG,9,00500227,3360015,020501011102,112SDGV,24570326B,42.38619145,-75.18461341,077,200411301100 EST,200411301100,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD27,1045,OG 311,NGVD29,Susquehanna,Production,Sand and Gravel
422310075110601,OG 311,20041130,1110,WG,9,00500228,3380152,020501011102,112SDGV,24570326B,42.38619145,-75.18461341,077,200411301110 EST,200411301110,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD27,1045,OG 311,NGVD29,Susquehanna,Production,Sand and Gravel
423938075024001,OG 316,20091118,0900,WG,9,01000308,3270009,020501010502,112SDGV,2457LB36I,42.66152778,-75.04372222,077,200911180900 EST,200911180900,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,1335,OG 316,NGVD29,Susquehanna,Production,Sand and Gravel
423938075024001,OG 316,20091118,0901,WG,9,01002502,,020501010502,112SDGV,,42.66152778,-75.04372222,077,200911180901 EST,200911180901,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,1335,OG 316,NGVD29,Susquehanna,Production,Sand and Gravel
423938075024001,OG 316,20140707,0900,WG,9,01400861,1890020,020501010502,112SDGV,,42.66152778,-75.04372222,077,201407070900 EST,201407070900,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,1335,OG 316,NGVD29,Susquehanna,Production,Sand and Gravel
423938075024001,OG 316,20140707,0901,WG,9,01401001,,020501010502,112SDGV,,42.66152778,-75.04372222,077,201407070901 EST,201407070901,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,1335,OG 316,NGVD29,Susquehanna,Production,Sand and Gravel
